DB Version;Assembly Accession;Chromosome/Plasmid Name;Chromosome/Plasmid Xref;PGD Gene ID;Locus Tag;Feature Type;Start;End;Strand;Gene Name;Gene synonyns;Product Name;Product Name Confidence Class;Product Synonyms;RefSeq Accession;Length (nucleotides);Length (amino acids);Ortholog Group ID;ortholog_fragment?;Putative Inparalog Locus Tag;Putative Inparalog Name;Putative Inparalog Accession;Percent Identity;Alignment Length
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672901;PSPA7_5059;CDS;5206442;5207557;+;;;tail sheath;;;WP_012074142.1;1116;372;POG021656;0;PSPA7_0697;tail sheath;WP_012074142.1;100;371
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672903;PSPA7_5060;CDS;5207561;5208010;+;;;tail tube;;;WP_012074141.1;450;150;POG021655;0;PSPA7_0696;tail tube;WP_012074141.1;100;149
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672905;PSPA7_5061;CDS;5208010;5208219;+;;;hypothetical protein;;;WP_012074140.1;210;70;POG021654;0;PSPA7_0695;hypothetical protein;WP_012074140.1;100;69
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672907;PSPA7_5062;CDS;5208270;5208524;+;;;hypothetical protein;;;WP_012074139.1;255;85;POG023948;0;PSPA7_0694;hypothetical protein;WP_012074139.1;100;84
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672909;PSPA7_5063;CDS;5208521;5208982;+;;;lysozyme;;;WP_012074138.1;462;154;POG023947;0;PSPA7_0693;lysozyme;WP_012074138.1;100;153
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672911;PSPA7_5064;CDS;5208979;5209464;+;;;bacteriophage lysis protein;;;WP_012074137.1;486;162;POG021652;0;PSPA7_0692;bacteriophage lysis protein;WP_012074137.1;100;161
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672913;PSPA7_5065;CDS;5209461;5209748;+;;;hypothetical protein;;;WP_012074136.1;288;96;POG021651;0;PSPA7_0691;hypothetical protein;WP_012074136.1;100;95
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672915;PSPA7_5066;CDS;5209772;5209912;+;;;hypothetical protein;;;WP_012074135.1;141;47;POG021650;0;PSPA7_0690;hypothetical protein;WP_012074135.1;100;46
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672917;PSPA7_5067;CDS;5209927;5211981;+;;;putative tail tape measure protein;;;WP_012074134.1;2055;685;POG021649;0;PSPA7_0689;putative tail tape measure protein;WP_012074134.1;100;684
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672919;PSPA7_5068;CDS;5211978;5212298;+;;;hypothetical protein;;;WP_012074133.1;321;107;POG021648;0;PSPA7_0688;hypothetical protein;WP_012074133.1;100;106
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672921;PSPA7_5069;CDS;5212295;5213467;+;;;hypothetical protein;;;WP_012074132.1;1173;391;POG021647;0;PSPA7_0687;hypothetical protein;WP_012074132.1;100;390
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672923;PSPA7_5070;CDS;5213460;5213984;+;;;hypothetical protein;;;WP_012074131.1;525;175;POG018524;0;PSPA7_0686;hypothetical protein;WP_012074131.1;100;174
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672927;PSPA7_5072;CDS;5215974;5216684;+;;;tail fiber assembly protein;;;WP_012074129.1;711;237;POG023946;0;PSPA7_0684;tail fiber assembly protein;WP_012074129.1;100;236
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1672929;PSPA7_5073;CDS;5216681;5217601;+;;;hypothetical protein;;;WP_012074128.1;921;307;POG018522;0;PSPA7_0683;hypothetical protein;WP_012074128.1;100;306
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1670802;PSPA7_4007;CDS;4145756;4146142;-;;;hypothetical protein;;;WP_012076514.1;387;129;POG024329;0;PSPA7_0645;hypothetical protein;WP_012074099.1;36,6;123
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1668343;PSPA7_2777;CDS;2801885;2812576;+;;;filamentous hemagglutinin;;;YP_001348137.1;10692;3564;POG000041;0;PSPA7_0043;adhesin/hemagglutinin;YP_001345439.1;100;488
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1668341;PSPA7_2776;CDS;2800084;2801772;+;;;hypothetical protein;;;YP_001348136.1;1689;563;POG024155;0;PSPA7_0042;hypothetical protein;YP_001345438.1;99,8;562
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662794;PSPA7_0001;CDS;488;2026;+;dnaA;;chromosomal replication initiation protein;;;YP_001345397.1;1539;513;POG000001;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662796;PSPA7_0002;CDS;2055;3158;+;dnaN;;DNA polymerase III subunit beta;;;WP_011979038.1;1104;368;POG000002;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662798;PSPA7_0003;CDS;3168;4277;+;recF;;recombination protein F;;;WP_003150814.1;1110;370;POG000003;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662800;PSPA7_0004;CDS;4274;6694;+;gyrB;;DNA gyrase subunit B;;;WP_011979039.1;2421;807;POG000004;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662802;PSPA7_0005;CDS;7025;7798;-;;;acyltransferase;;;WP_003150817.1;774;258;POG000005;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662804;PSPA7_0006;CDS;7810;8364;-;;;D,D-heptose 1,7-bisphosphate phosphatase;;;YP_001345402.1;555;185;POG000006;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662806;PSPA7_0007;CDS;8363;8635;+;;;hypothetical protein;;;YP_001345403.1;273;91;POG023854;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662808;PSPA7_0008;CDS;8691;10748;-;glyS;;glycyl-tRNA synthetase subunit beta;;;YP_001345404.1;2058;686;POG000008;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662810;PSPA7_0009;CDS;10745;11692;-;glyQ;;glycyl-tRNA synthetase subunit alpha;;;WP_011979042.1;948;316;POG000009;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662812;PSPA7_0010;CDS;11797;12348;+;tag;;DNA-3-methyladenine glycosidase I;;;WP_003150821.1;552;184;POG000010;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662814;PSPA7_0011;CDS;12625;13512;+;;;lipid A biosynthesis lauroyl acyltransferase;;;WP_003150822.1;888;296;POG000011;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662816;PSPA7_0012;CDS;13589;13855;+;;;hypothetical protein;;;WP_011979043.1;267;89;POG000012;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662818;PSPA7_0013;CDS;13999;14655;+;;;hypothetical protein;;;WP_011979044.1;657;219;POG000013;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662820;PSPA7_0014;CDS;14713;14982;-;;;hypothetical protein;;;WP_011979045.1;270;90;POG000014;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662822;PSPA7_0015;CDS;15288;15602;-;;;hypothetical protein;;;WP_003150831.1;315;105;POG000015;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662824;PSPA7_0016;CDS;15657;17108;-;trkH2;;potassium uptake protein TrkH;;;WP_011979046.1;1452;484;POG023855;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662826;PSPA7_0017;CDS;17245;18618;-;trkA;;potassium transporter peripheral membrane protein;;;WP_011979047.1;1374;458;POG000016;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662828;PSPA7_0018;CDS;18646;19950;-;sun;;ribosomal RNA small subunit methyltransferase B;;;WP_011979048.1;1305;435;POG000017;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662830;PSPA7_0019;CDS;19947;20879;-;fmt;;methionyl-tRNA formyltransferase;;;YP_001345415.1;933;311;POG000018;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662832;PSPA7_0020;CDS;20944;21450;-;def;;peptide deformylase;;;WP_011979050.1;507;169;POG000019;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662834;PSPA7_0021;CDS;21589;22614;+;;;hypothetical protein;;;WP_011979051.1;1026;342;POG000020;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662836;PSPA7_0022;CDS;22749;23837;+;;;DNA-processing protein smf chain A;;;WP_011979052.1;1089;363;POG000021;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662838;PSPA7_0023;CDS;23877;24434;+;;;hypothetical protein;;;WP_011979053.1;558;186;POG000022;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662840;PSPA7_0024;CDS;24445;25422;-;qor;;quinone oxidoreductase;;;WP_011979054.1;978;326;POG000023;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662842;PSPA7_0025;CDS;25614;26531;+;hemF;;coproporphyrinogen III oxidase;;;WP_011979055.1;918;306;POG000024;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662844;PSPA7_0026;CDS;26589;27413;+;aroE;;shikimate 5-dehydrogenase;;;WP_003156232.1;825;275;POG000025;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662846;PSPA7_0027;CDS;27525;28511;+;;;phospholipase C, PlcB;;;WP_011979056.1;987;329;POG000026;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662848;PSPA7_0028;CDS;28492;29778;+;;;putative lipoprotein;;;WP_011979057.1;1287;429;POG000027;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662850;PSPA7_0029;CDS;29775;30377;+;;;hypothetical protein;;;WP_011979058.1;603;201;POG000028;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662852;PSPA7_0030;CDS;30381;31934;-;;;putative sulfate transporter;;;WP_011979059.1;1554;518;POG000029;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662854;PSPA7_0031;CDS;31939;32862;-;;;hypothetical protein;;;WP_011979060.1;924;308;POG000030;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662856;PSPA7_0032;CDS;32880;34391;-;betC;;choline sulfatase;;;WP_003157288.1;1512;504;POG000031;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662858;PSPA7_0033;CDS;34520;35419;+;;;putative transcriptional regulator;;;WP_011979061.1;900;300;POG000032;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662860;PSPA7_0035;CDS;35430;35807;+;;;dopa 4,5-dioxygenase;;;WP_011979062.1;378;126;POG014282;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662862;PSPA7_0034;CDS;35786;36151;-;;;hypothetical protein;;;WP_011979063.1;366;122;POG000033;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662864;PSPA7_0036;CDS;36159;36782;-;;;putative two-component response regulator;;;WP_003111192.1;624;208;POG000034;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662866;PSPA7_0037;CDS;36967;37773;-;trpA;;tryptophan synthase subunit alpha;;;WP_003157285.1;807;269;POG000035;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662868;PSPA7_0038;CDS;37770;38978;-;trpB;;tryptophan synthase subunit beta;;;WP_011979064.1;1209;403;POG000036;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662870;PSPA7_0039;CDS;39076;39969;+;trpI;;transcriptional regulator TrpI;;;WP_011979065.1;894;298;POG000037;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662872;PSPA7_0040;CDS;40071;40286;+;;;hypothetical protein;;;WP_003157334.1;216;72;POG000038;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662874;PSPA7_0041;CDS;40398;40625;+;;;hypothetical protein;;;WP_011979066.1;228;76;POG000039;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662880;PSPA7_0044;CDS;44500;53214;+;;;filamentous hemagglutinin;;;YP_001345440.1;8715;2905;POG023857;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662882;PSPA7_0045;CDS;53311;53757;+;;;hypothetical protein;;;YP_001345441.1;447;149;POG014502;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662884;PSPA7_0046;CDS;53972;54355;+;;;hypothetical protein;;;YP_001345442.1;384;128;POG023858;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662886;PSPA7_0047;CDS;57148;58401;-;;;hypothetical protein;;;WP_003154008.1;1254;418;POG000043;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662888;PSPA7_0048;CDS;58884;59570;+;;;putative lipoprotein;;;WP_011979072.1;687;229;POG000045;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662890;PSPA7_0049;CDS;59601;59954;+;;;putative lipoprotein;;;WP_011979073.1;354;118;POG000046;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662892;PSPA7_0050;CDS;59951;60616;+;;;putative lipoprotein;;;WP_003154014.1;666;222;POG000047;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662894;PSPA7_0051;CDS;60631;61047;-;;;putative transcriptional regulator;;;WP_003154016.1;417;139;POG000048;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662896;PSPA7_0052;CDS;61423;63084;-;;;hypothetical protein;;;WP_011979074.1;1662;554;POG000049;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662898;PSPA7_0053;CDS;63619;64047;-;;;hypothetical protein;;;WP_011979075.1;429;143;POG000052;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662900;PSPA7_0054;CDS;64300;64848;-;;;RNA 2'-phosphotransferase-like protein;;;WP_011979076.1;549;183;POG000053;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662902;PSPA7_0055;CDS;64887;65393;-;;;hypothetical protein;;;WP_011979077.1;507;169;POG000054;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662904;PSPA7_0056;CDS;65459;66379;-;;;putative transcriptional regulator;;;WP_011979078.1;921;307;POG000055;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662906;PSPA7_0057;CDS;66487;67374;+;;;hypothetical protein;;;WP_011979079.1;888;296;POG000056;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662908;PSPA7_0058;CDS;67437;68138;+;;;hypothetical protein;;;WP_011979080.1;702;234;POG000057;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662910;PSPA7_0059;CDS;68252;68677;+;osmC;;osmotically inducible protein OsmC;;;WP_003083605.1;426;142;POG000058;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662912;PSPA7_0060;CDS;68788;69021;+;;;hypothetical protein;;;WP_003157864.1;234;78;POG000059;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662914;PSPA7_0061;CDS;69034;69471;-;;;putative lipoprotein;;;WP_003157863.1;438;146;POG000060;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662916;PSPA7_0062;CDS;69528;69944;-;;;putative lipoprotein;;;WP_003157862.1;417;139;POG000061;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662918;PSPA7_0063;CDS;70153;71163;+;;;hypothetical protein;;;YP_001345459.1;1011;337;POG000062;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662920;PSPA7_0064;CDS;71173;72159;-;;;hypothetical protein;;;WP_011979082.1;987;329;POG000063;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662922;PSPA7_0065;CDS;72192;72857;-;;;hypothetical protein;;;WP_011979083.1;666;222;POG000064;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662924;PSPA7_0066;CDS;72850;73392;-;;;hypothetical protein;;;WP_011979084.1;543;181;POG000065;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662926;PSPA7_0067;CDS;73470;75515;+;prlC;;oligopeptidase A;;;WP_011979085.1;2046;682;POG000066;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662928;PSPA7_0068;CDS;75512;75787;+;;;hypothetical protein;;;WP_011979086.1;276;92;POG000067;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662930;PSPA7_0069;CDS;75876;76139;+;;;radical SAM family protein;;;WP_003152715.1;264;88;POG023859;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662932;PSPA7_0070;CDS;76186;78540;+;;;site-specific recombinase, phage integrase family protein;;;YP_001345466.1;2355;785;POG023860;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662934;PSPA7_0071;CDS;78537;80639;+;;;site-specific recombinase, phage integrase family protein;;;WP_003152713.1;2103;701;POG015527;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662936;PSPA7_0072;CDS;81409;81576;+;;;hypothetical protein;;;YP_001345468.1;168;56;POG023861;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662938;PSPA7_0073;CDS;82100;82255;-;;;hypothetical protein;;;YP_001345469.1;156;52;POG023862;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662940;PSPA7_0074;CDS;82403;83269;+;;;phage integrase family site specific recombinase;;;WP_003152712.1;867;289;POG023863;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662942;PSPA7_0075;CDS;83497;85473;+;;;N-6 DNA methylase;;;WP_011979090.1;1977;659;POG005128;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662944;PSPA7_0076;CDS;85470;86864;+;;;type I restriction-modification system subunit S;;;WP_011979091.1;1395;465;POG005127;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662946;PSPA7_0077;CDS;86865;90068;+;;;type I restriction-modification system subunit R;;;WP_011979092.1;3204;1068;POG005125;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662948;PSPA7_0078;CDS;90100;90321;-;;;hypothetical protein;;;WP_011979093.1;222;74;POG021595;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662950;PSPA7_0079;CDS;90573;91013;+;;;hypothetical protein;;;YP_001345475.1;441;147;POG023864;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662952;PSPA7_0080;CDS;91010;92410;+;;;helicase domain-containing protein;;;WP_011979095.1;1401;467;POG023865;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662954;PSPA7_0081;CDS;92565;92828;+;;;hypothetical protein;;;WP_011979096.1;264;88;POG021594;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662956;PSPA7_0082;CDS;93260;93445;+;;;hypothetical protein;;;WP_003152703.1;186;62;POG023866;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662958;PSPA7_0083;CDS;93623;93739;-;;;hypothetical protein;;;YP_001345479.1;117;39;POG023867;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662960;PSPA7_0084;CDS;93779;93901;-;;;hypothetical protein;;;YP_001345480.1;123;41;POG023868;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662962;PSPA7_0085;CDS;93984;94133;+;;;hypothetical protein;;;YP_001345481.1;150;50;POG023869;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662964;PSPA7_0086;CDS;95398;96480;-;;;ultraviolet light resistance protein B;;;WP_011979100.1;1083;361;POG014535;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662966;PSPA7_0087;CDS;98024;100189;-;;;phage integrase family site specific recombinase;;;WP_011914409.1;2166;722;POG016984;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662968;PSPA7_0088;CDS;101261;101386;-;;;protein UmuC;;;YP_001345484.1;126;42;POG023870;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662970;PSPA7_0089;CDS;101758;102012;-;;;hypothetical protein;;;YP_001345485.1;255;85;POG023871;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662972;PSPA7_0090;CDS;102193;103875;-;merA2;;putative mercuric reductase;;;WP_008567178.1;1683;561;POG023872;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662974;PSPA7_0091;CDS;103908;104342;-;;;putative mercury transport protein MerC;;;WP_008567179.1;435;145;POG023873;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662976;PSPA7_0092;CDS;104355;104630;-;merP3;;mercuric transport periplasmic protein;;;WP_008567180.1;276;92;POG014060;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662978;PSPA7_0093;CDS;104644;104994;-;;;putative mercuric transport protein;;;WP_008567181.1;351;117;POG023874;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662980;PSPA7_0094;CDS;105066;105476;+;merR3;;Hg(II)-responsive transcriptional regulator;;;WP_008567182.1;411;137;POG023875;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662982;PSPA7_0095;CDS;105619;105801;-;;;hypothetical protein;;;WP_008567184.1;183;61;POG023876;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662984;PSPA7_0096;CDS;106040;106180;-;;;hypothetical protein;;;YP_001345492.1;141;47;POG014527;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662986;PSPA7_0097;CDS;106465;108318;-;;;site-specific recombinase, phage integrase family protein;;;WP_010794483.1;1854;618;POG014526;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662988;PSPA7_0098;CDS;108299;109915;-;;;hypothetical protein;;;YP_001345494.1;1617;539;POG023877;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662990;PSPA7_0099;CDS;111181;111309;-;;;ultraviolet light resistance protein B;;;WP_011979105.1;129;43;POG019086;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662992;PSPA7_0100;CDS;111309;111752;-;;;protein MucA;;;WP_011979106.1;444;148;POG019085;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662994;PSPA7_0101;CDS;111876;112310;-;merR2;;putative transcriptional regulator MerR;;;WP_003131969.1;435;145;POG014058;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662996;PSPA7_0102;CDS;112382;112732;+;;;putative mercuric transport protein;;;WP_003131974.1;351;117;POG014059;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1662998;PSPA7_0103;CDS;112745;113020;+;merP2;;mercuric transport periplasmic protein;;;WP_003131987.1;276;92;POG023878;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663000;PSPA7_0104;CDS;113092;114777;+;merA1;;putative mercuric reductase;;;WP_003158917.1;1686;562;POG014061;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663002;PSPA7_0105;CDS;114795;115160;+;merD;;transcriptional regulator MerD;;;WP_000995360.1;366;122;POG014801;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663004;PSPA7_0106;CDS;115157;115393;+;;;putative mercury resistance protein;;;WP_003132004.1;237;79;POG014800;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663006;PSPA7_0107;CDS;115390;116391;+;;;hypothetical protein;;;WP_011979107.1;1002;334;POG014799;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663008;PSPA7_0108;CDS;116395;117324;-;;;hypothetical protein;;;WP_003150544.1;930;310;POG001896;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663010;PSPA7_0109;CDS;117526;117765;+;;;hypothetical protein;;;WP_003089107.1;240;80;POG017467;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663012;PSPA7_0110;CDS;117765;118175;+;;;hypothetical protein;;;WP_003150546.1;411;137;POG017466;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663014;PSPA7_0111;CDS;118179;121172;+;;;transposase;;;WP_003299771.1;2994;998;POG021092;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663016;PSPA7_0112;CDS;121185;121397;-;;;hypothetical protein;;;WP_003089113.1;213;71;POG023879;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663018;PSPA7_0113;CDS;121405;121680;-;merP1;;mercuric transport periplasmic protein;;;WP_003150552.1;276;92;POG023880;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663020;PSPA7_0114;CDS;121693;122043;-;;;mercuric transport protein;;;WP_003089115.1;351;117;POG023881;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663022;PSPA7_0115;CDS;122118;122516;+;merR1;;Hg(II)-responsive transcriptional regulator;;;WP_003089120.1;399;133;POG023882;0;;;;;
20,1;GCF_000017205.1;chromosome;NC_009656.1;PGD1663024;PSPA7_0116;CDS;122641;122835;+;;;hypothetical protein;;;YP_001345512.1;195;65;POG023883;0;;;;;
